ref.tax.name	IMG.genome.ID	status	domain	phylum	rRNA.gene.copy.number	genome.size.Mbp
ref2634884470	2634166238	Draft	Bacteria	Verrucomicrobia	1	3.988942
ref2634890982	2634166241	Draft	Bacteria	unclassified	1	3.930626
ref2635000181	2634166273	Draft	Bacteria	Actinobacteria	4	6.250119
ref2635005046	2634166274	Draft	Bacteria	Bacteroidetes	6	5.524492
ref2635018026	2634166276	Draft	Bacteria	Actinobacteria	4	5.198474
ref2635027303	2634166279	Draft	Bacteria	Actinobacteria	2	3.400078
ref2635030117	2634166280	Draft	Bacteria	Firmicutes	7	2.762327
ref2635031180	2634166281	Draft	Bacteria	Actinobacteria	2	4.830506
ref2635036408	2634166282	Draft	Bacteria	Actinobacteria	5	4.459078
ref2635084067	2634166297	Draft	Bacteria	Bacteroidetes	2	4.388005
ref2635089683	2634166299	Draft	Bacteria	Proteobacteria	2	3.706254
ref2635098310	2634166301	Draft	Bacteria	Bacteroidetes	2	4.62935
ref2635108920	2634166303	Draft	Bacteria	Bacteroidetes	2	5.55191
ref2635111714	2634166304	Draft	Bacteria	Proteobacteria	3	3.555572
ref2635121092	2634166306	Draft	Bacteria	Bacteroidetes	2	8.552642
ref2635124694	2634166307	Draft	Bacteria	Bacteroidetes	2	4.573152
ref2635127054	2634166308	Draft	Bacteria	Firmicutes	4	1.958489
ref2635131192	2634166309	Draft	Bacteria	Proteobacteria	1	4.233461
ref2635150021	2634166313	Draft	Bacteria	Actinobacteria	2	7.485957
ref2635158612	2634166314	Draft	Bacteria	Bacteroidetes	2	6.168047
ref2635163129	2634166315	Draft	Bacteria	Proteobacteria	1	5.077528
ref2635165750	2634166316	Draft	Bacteria	Proteobacteria	1	3.117768
ref2635169015	2634166317	Draft	Bacteria	Proteobacteria	3	4.626107
ref2635178903	2634166319	Draft	Bacteria	Bacteroidetes	1	5.119527
ref2635179253	2634166320	Draft	Bacteria	Bacteroidetes	4	2.736266
ref2635190338	2634166322	Draft	Bacteria	Firmicutes	9	4.056506
ref2635193127	2634166323	Draft	Bacteria	Firmicutes	6	2.821134
ref2635205151	2634166326	Draft	Bacteria	Actinobacteria	4	4.588237
ref2635212908	2634166327	Draft	Bacteria	Actinobacteria	4	8.287612
ref2635224413	2634166330	Draft	Bacteria	Proteobacteria	1	5.335586
ref2635233954	2634166331	Draft	Bacteria	Actinobacteria	4	10.255144
ref2635247495	2634166333	Draft	Bacteria	Actinobacteria	4	9.861953
ref2635250897	2634166335	Draft	Bacteria	Actinobacteria	6	1.998242
ref2635251861	2634166336	Draft	Bacteria	Bacteroidetes	3	3.158483
ref2635256199	2634166337	Draft	Bacteria	Bacteroidetes	3	3.545081
ref2635266547	2634166338	Draft	Bacteria	Actinobacteria	5	10.654081
ref2635270813	2634166339	Draft	Bacteria	Actinobacteria	4	9.047228
ref2635285653	2634166341	Draft	Bacteria	Actinobacteria	3	3.837721
ref2635287024	2634166342	Draft	Bacteria	Actinobacteria	2	3.692308
ref2635294701	2634166344	Draft	Bacteria	Actinobacteria	4	2.26637
ref2635297818	2634166345	Draft	Bacteria	Actinobacteria	2	4.405185
ref2635304108	2634166346	Draft	Bacteria	Proteobacteria	1	3.716692
ref2635316930	2634166348	Draft	Bacteria	Actinobacteria	4	8.649739
ref2635336437	2634166352	Draft	Bacteria	Actinobacteria	2	9.537992
ref2635338383	2634166353	Draft	Bacteria	Proteobacteria	3	4.088599
ref2635343281	2634166354	Draft	Bacteria	Firmicutes	4	2.957106
ref2635356221	2634166357	Draft	Bacteria	Proteobacteria	1	4.152335
ref2635364257	2634166359	Draft	Bacteria	Proteobacteria	2	3.936078
ref2635379722	2634166362	Draft	Bacteria	Actinobacteria	4	10.311574
ref2635405555	2634166369	Draft	Bacteria	Actinobacteria	2	4.008675
ref2635409598	2634166370	Draft	Bacteria	Actinobacteria	2	4.783064
ref2635416493	2634166371	Draft	Bacteria	Actinobacteria	6	10.769732
ref2635423478	2634166372	Draft	Bacteria	Actinobacteria	1	3.942064
ref2635430133	2634166373	Draft	Bacteria	Actinobacteria	6	8.473721
ref2635477210	2634166388	Permanent Draft	Bacteria	Proteobacteria	2	5.409304
ref2635484097	2634166390	Permanent Draft	Bacteria	Proteobacteria	5	1.817364
ref2635485396	2634166391	Finished	Bacteria	Tenericutes	2	0.693241
ref2635506099	2634166396	Permanent Draft	Bacteria	Proteobacteria	1	2.858586
ref2635527583	2634166400	Permanent Draft	Bacteria	Proteobacteria	4	4.81628
ref2635529190	2634166401	Finished	Bacteria	Fusobacteria	3	2.290405
ref2635538783	2634166404	Permanent Draft	Bacteria	Bacteroidetes	1	2.345236
ref2635562914	2634166409	Finished	Bacteria	Proteobacteria	6	4.674565
ref2635565426	2634166410	Finished	Bacteria	Proteobacteria	3	2.008345
ref2635568695	2634166411	Permanent Draft	Bacteria	Proteobacteria	2	3.274406
ref2635604664	2634166421	Permanent Draft	Bacteria	Actinobacteria	3	2.233807
ref2635615366	2634166424	Permanent Draft	Bacteria	Firmicutes	1	3.687211
ref2635618041	2634166425	Finished	Bacteria	Proteobacteria	7	4.372253
ref2635624793	2634166426	Permanent Draft	Bacteria	Firmicutes	5	3.052855
ref2635630088	2634166427	Permanent Draft	Bacteria	Proteobacteria	1	5.499101
ref2635637245	2634166429	Permanent Draft	Bacteria	Actinobacteria	2	10.138599
ref2635649101	2634166431	Permanent Draft	Bacteria	Proteobacteria	1	6.276659
ref2635669798	2634166436	Finished	Bacteria	Firmicutes	6	2.918502
ref2635676598	2634166438	Permanent Draft	Bacteria	Proteobacteria	2	2.451909
ref2635690615	2634166442	Permanent Draft	Bacteria	Proteobacteria	5	6.204691
ref2635692705	2634166443	Finished	Bacteria	Proteobacteria	1	2.026292
ref2635696128	2634166444	Finished	Bacteria	Actinobacteria	1	4.687494
ref2635700790	2634166445	Finished	Bacteria	Proteobacteria	5	2.806148
ref2635718737	2634166449	Permanent Draft	Bacteria	Proteobacteria	1	3.085112
ref2635723876	2634166451	Finished	Bacteria	Actinobacteria	2	1.967093
ref2635736771	2634166455	Permanent Draft	Bacteria	Proteobacteria	3	6.67892
ref2635756492	2634166458	Permanent Draft	Bacteria	Proteobacteria	1	4.463206
ref2635764519	2634166461	Finished	Bacteria	Firmicutes	13	5.720073
ref2635777147	2634166463	Permanent Draft	Bacteria	Firmicutes	6	4.374839
ref2635798677	2634166467	Finished	Bacteria	Proteobacteria	7	5.48968
ref2635821054	2634166471	Finished	Bacteria	Proteobacteria	7	4.689436
ref2635826311	2634166472	Permanent Draft	Bacteria	Proteobacteria	2	4.678346
ref2635826471	2634166473	Finished	Bacteria	Proteobacteria	2	4.561137
ref2635865991	2634166482	Permanent Draft	Bacteria	Actinobacteria	1	3.566056
ref2635873373	2634166483	Permanent Draft	Bacteria	Proteobacteria	2	3.894875
ref2635890100	2634166487	Finished	Bacteria	Firmicutes	10	5.601083
ref2635917276	2634166493	Finished	Bacteria	Firmicutes	11	5.506626
ref2635937302	2634166498	Permanent Draft	Bacteria	Proteobacteria	1	1.569014
ref2635942990	2634166499	Permanent Draft	Bacteria	Proteobacteria	1	4.475311
ref2635950749	2634166502	Permanent Draft	Bacteria	Firmicutes	10	4.139313
ref2635966256	2634166505	Permanent Draft	Bacteria	Proteobacteria	1	4.065399
ref2635987851	2634166511	Permanent Draft	Bacteria	Actinobacteria	2	2.514376
ref2635998722	2634166514	Permanent Draft	Bacteria	Proteobacteria	2	3.180321
ref2636004056	2634166516	Draft	Bacteria	Actinobacteria	1	3.66857
ref2636043932	2634166531	Draft	Bacteria	Actinobacteria	4	4.022983
ref2636092245	2634166546	Draft	Bacteria	Cyanobacteria	1	1.569623
ref2636093765	2634166547	Draft	Bacteria	Cyanobacteria	1	1.484494
ref2636098894	2634166549	Draft	Bacteria	Bacteroidetes	5	3.475961
ref2636172761	2634166628	Draft	Bacteria	Actinobacteria	7	4.682228
ref2636336582	2634166844	Draft	Bacteria	Actinobacteria	3	2.986843
ref2636378548	2634166896	Draft	Bacteria	Bacteroidetes	2	5.461465
ref2636381426	2634166897	Draft	Bacteria	Actinobacteria	2	3.552213
ref2636389314	2634166899	Draft	Bacteria	Actinobacteria	4	10.363431
ref2636401023	2634166900	Draft	Bacteria	Bacteroidetes	7	4.172912
ref2636412620	2634166904	Draft	Bacteria	Actinobacteria	2	4.058482
ref2636423974	2636415402	Permanent Draft	Bacteria	Actinobacteria	3	3.211248
ref2636430553	2636415404	Permanent Draft	Bacteria	Proteobacteria	4	7.311346
ref2636440556	2636415406	Finished	Bacteria	Proteobacteria	4	7.264759
ref2636452782	2636415409	Finished	Bacteria	Proteobacteria	1	5.202172
ref2636461398	2636415410	Permanent Draft	Bacteria	Proteobacteria	1	4.14501
ref2636474016	2636415414	Permanent Draft	Bacteria	Proteobacteria	5	4.762296
ref2636495203	2636415419	Permanent Draft	Bacteria	Proteobacteria	1	4.7711
ref2636530506	2636415425	Permanent Draft	Bacteria	Proteobacteria	1	8.221256
ref2636542737	2636415428	Permanent Draft	Bacteria	Tenericutes	1	0.345965
ref2636549445	2636415431	Permanent Draft	Bacteria	Proteobacteria	1	3.534477
ref2636558553	2636415433	Permanent Draft	Bacteria	Actinobacteria	2	2.322762
ref2636559519	2636415434	Finished	Bacteria	Actinobacteria	4	2.830519
ref2636581827	2636415439	Permanent Draft	Bacteria	Bacteroidetes	1	4.578109
ref2636592595	2636415441	Permanent Draft	Bacteria	Actinobacteria	9	7.055077
ref2636621486	2636415448	Permanent Draft	Bacteria	Proteobacteria	10	4.95277
ref2636625095	2636415449	Permanent Draft	Bacteria	Proteobacteria	1	1.65784
ref2636638534	2636415452	Permanent Draft	Bacteria	Bacteroidetes	1	3.961353
ref2636663690	2636415459	Finished	Bacteria	Proteobacteria	2	3.928944
ref2636668743	2636415460	Permanent Draft	Bacteria	Proteobacteria	6	6.152661
ref2636688030	2636415467	Permanent Draft	Bacteria	Firmicutes	2	3.203641
ref2636699076	2636415469	Permanent Draft	Bacteria	Actinobacteria	1	4.416601
ref2636713759	2636415472	Permanent Draft	Bacteria	Bacteroidetes	1	5.597129
ref2636720159	2636415473	Permanent Draft	Bacteria	Firmicutes	7	5.428425
ref2636724022	2636415475	Permanent Draft	Bacteria	Actinobacteria	1	3.846451
ref2636737939	2636415478	Permanent Draft	Bacteria	Chlamydiae	2	2.821221
ref2636750011	2636415480	Permanent Draft	Bacteria	Bacteroidetes	1	4.815979
ref2636752181	2636415481	Permanent Draft	Bacteria	Proteobacteria	5	3.399823
ref2636766793	2636415485	Permanent Draft	Bacteria	Firmicutes	3	3.997018
ref2636767843	2636415486	Permanent Draft	Bacteria	Proteobacteria	1	6.059397
ref2636800029	2636415492	Permanent Draft	Bacteria	Proteobacteria	1	7.164172
ref2636809011	2636415494	Permanent Draft	Bacteria	Proteobacteria	1	3.535512
ref2636870170	2636415511	Finished	Bacteria	Fusobacteria	3	1.330224
ref2636873557	2636415512	Permanent Draft	Bacteria	Proteobacteria	1	4.705684
ref2636894290	2636415516	Permanent Draft	Bacteria	Proteobacteria	1	5.891415
ref2636911585	2636415522	Permanent Draft	Bacteria	Proteobacteria	1	3.107181
ref2636925164	2636415525	Finished	Bacteria	Proteobacteria	4	6.67673
ref2636933978	2636415527	Finished	Bacteria	Proteobacteria	1	3.0124
ref2636939537	2636415528	Permanent Draft	Bacteria	Proteobacteria	2	4.055148
ref2636942995	2636415529	Permanent Draft	Bacteria	Proteobacteria	11	3.581747
ref2636948465	2636415531	Finished	Bacteria	Tenericutes	2	1.01676
ref2636949045	2636415532	Finished	Bacteria	Firmicutes	9	6.053498
ref2636955844	2636415533	Permanent Draft	Bacteria	unclassified	4	2.934258
ref2636975615	2636415538	Finished	Bacteria	Tenericutes	2	0.990348
ref2636998023	2636415543	Finished	Bacteria	Proteobacteria	7	5.088451
ref2637000487	2636415544	Finished	Bacteria	Proteobacteria	2	3.386291
ref2637002468	2636415545	Permanent Draft	Bacteria	Actinobacteria	4	3.69277
ref2637010770	2636415546	Permanent Draft	Bacteria	Cyanobacteria	2	4.331368
ref2637016376	2636415548	Permanent Draft	Bacteria	Proteobacteria	2	1.630724
ref2637040442	2636415555	Permanent Draft	Bacteria	Firmicutes	1	1.794099
ref2637044767	2636415557	Finished	Bacteria	Proteobacteria	6	6.332373
ref2637050778	2636415558	Permanent Draft	Bacteria	Proteobacteria	1	5.837382
ref2637065100	2636415561	Finished	Bacteria	Bacteroidetes	4	6.158829
ref2637068517	2636415562	Finished	Bacteria	Proteobacteria	8	4.946444
ref2637081155	2636415566	Permanent Draft	Bacteria	Actinobacteria	1	3.536703
ref2637094584	2636415568	Finished	Bacteria	Proteobacteria	3	5.509723
ref2637096791	2636415569	Permanent Draft	Bacteria	Firmicutes	4	3.714066
ref2637110098	2636415572	Finished	Bacteria	Proteobacteria	2	3.95862
ref2637126994	2636415575	Finished	Bacteria	Proteobacteria	6	5.732794
ref2637146158	2636415581	Permanent Draft	Bacteria	Proteobacteria	2	1.617542
ref2637194133	2636415592	Permanent Draft	Bacteria	Firmicutes	1	3.634474
ref2637213423	2636415597	Finished	Bacteria	Firmicutes	10	6.931967
ref2637222269	2636415598	Permanent Draft	Bacteria	Firmicutes	1	2.870834
ref2637227298	2636415599	Finished	Bacteria	Proteobacteria	8	5.718434
ref2637232968	2636415601	Finished	Bacteria	Proteobacteria	6	2.313256
ref2637245283	2636415603	Permanent Draft	Bacteria	Proteobacteria	1	5.864537
ref2637260879	2636415607	Finished	Bacteria	Proteobacteria	7	4.67461
ref2637309521	2636415619	Permanent Draft	Bacteria	Firmicutes	1	3.081698
ref2637316783	2636415620	Permanent Draft	Bacteria	Firmicutes	10	6.95655
ref2637326229	2636415624	Permanent Draft	Bacteria	Firmicutes	5	2.90063
ref2637349984	2636415629	Permanent Draft	Bacteria	Firmicutes	1	2.977398
ref2637369886	2636415634	Permanent Draft	Bacteria	Firmicutes	1	2.675315
ref2637391046	2636415639	Permanent Draft	Bacteria	Actinobacteria	1	5.010173
ref2637391513	2636415640	Finished	Bacteria	Proteobacteria	7	5.012132
ref2637404896	2636415642	Finished	Bacteria	Proteobacteria	7	5.029323
ref2637420468	2636415646	Permanent Draft	Bacteria	Firmicutes	1	2.061843
ref2637435862	2636415651	Permanent Draft	Bacteria	Chlamydiae	1	2.307885
ref2637452113	2636415654	Permanent Draft	Bacteria	Actinobacteria	1	9.489843
ref2637469309	2636415659	Finished	Bacteria	Proteobacteria	3	1.502102
ref2637506526	2636415668	Permanent Draft	Bacteria	Proteobacteria	3	5.132958
ref2637507934	2636415670	Finished	Bacteria	Proteobacteria	7	4.000307
ref2637513300	2636415671	Permanent Draft	Bacteria	Proteobacteria	1	4.885942
ref2637518703	2636415672	Permanent Draft	Bacteria	Firmicutes	1	2.453828
ref2637523408	2636415673	Permanent Draft	Bacteria	Proteobacteria	8	4.921521
ref2637528486	2636415675	Finished	Bacteria	Proteobacteria	7	4.683386
ref2637554419	2636415681	Finished	Bacteria	Tenericutes	1	1.225519
ref2637558144	2636415682	Permanent Draft	Bacteria	Proteobacteria	1	6.104714
ref2637573561	2636415687	Finished	Bacteria	Firmicutes	11	5.498337
ref2637582359	2636415688	Permanent Draft	Bacteria	Proteobacteria	1	4.506186
ref2637588219	2636415690	Permanent Draft	Bacteria	Proteobacteria	1	4.981567
ref2637620167	2636415695	Finished	Bacteria	Actinobacteria	6	3.338699
ref2637636471	2636415698	Finished	Bacteria	Proteobacteria	2	2.574013
ref2637640894	2636415699	Permanent Draft	Bacteria	Firmicutes	4	4.360278
ref2637643402	2636415700	Permanent Draft	Bacteria	Proteobacteria	1	2.219395
ref2637653579	2636415703	Permanent Draft	Bacteria	Proteobacteria	2	4.600679
ref2637661974	2636415704	Permanent Draft	Bacteria	Proteobacteria	1	5.833717
ref2637672332	2636415708	Finished	Bacteria	Firmicutes	14	5.846781
ref2637697453	2636415714	Finished	Bacteria	Deinococcus-Thermus	3	3.236984
ref2637717575	2636415718	Permanent Draft	Bacteria	Bacteroidetes	7	5.117067
ref2637726608	2636415721	Finished	Bacteria	Firmicutes	3	1.627009
ref2637744713	2636415724	Permanent Draft	Bacteria	Cyanobacteria	8	10.627177
ref2637767263	2636415728	Permanent Draft	Bacteria	Proteobacteria	2	5.836134
ref2637768979	2636415729	Permanent Draft	Bacteria	Firmicutes	4	2.912426
ref2637776813	2636415731	Permanent Draft	Bacteria	Proteobacteria	3	6.075381
ref2637800619	2636415736	Permanent Draft	Bacteria	Proteobacteria	3	1.204257
ref2637813096	2636415739	Permanent Draft	Bacteria	Actinobacteria	1	2.176037
ref2637836505	2636415743	Permanent Draft	Bacteria	Proteobacteria	5	6.107088
ref2637856050	2636415746	Permanent Draft	Bacteria	Proteobacteria	2	6.5373
ref2637885258	2636415754	Permanent Draft	Bacteria	Proteobacteria	1	3.916235
ref2637897359	2636415758	Permanent Draft	Bacteria	Actinobacteria	3	2.315664
ref2637899398	2636415759	Permanent Draft	Bacteria	Firmicutes	1	2.079016
ref2637914101	2636415762	Permanent Draft	Bacteria	Firmicutes	3	3.832953
ref2637928629	2636415766	Permanent Draft	Bacteria	Proteobacteria	3	7.292338
ref2637936420	2636415767	Permanent Draft	Bacteria	Firmicutes	4	6.227861
ref2637949227	2636415770	Permanent Draft	Bacteria	Proteobacteria	9	5.652224
ref2637950365	2636415771	Finished	Bacteria	Proteobacteria	6	9.058983
ref2637975326	2636415775	Permanent Draft	Bacteria	Actinobacteria	2	5.249875
ref2637983045	2636415778	Finished	Bacteria	Proteobacteria	4	5.409162
ref2637996980	2636415781	Permanent Draft	Bacteria	Actinobacteria	1	3.779802
ref2638001928	2636415783	Permanent Draft	Bacteria	Proteobacteria	1	3.540164
ref2638010232	2636415785	Permanent Draft	Bacteria	Actinobacteria	1	5.566719
ref2638011583	2636415786	Permanent Draft	Bacteria	Firmicutes	9	2.496064
ref2638035858	2636415793	Finished	Bacteria	Firmicutes	10	6.787172
ref2638048436	2636415796	Permanent Draft	Bacteria	Proteobacteria	1	4.458691
ref2638060347	2636415799	Finished	Bacteria	Firmicutes	10	4.19617
ref2638077247	2636415803	Permanent Draft	Bacteria	Proteobacteria	1	4.232088
ref2638080867	2636415804	Finished	Bacteria	Proteobacteria	3	1.782536
ref2638088159	2636415805	Permanent Draft	Bacteria	Actinobacteria	1	6.091591
ref2638092956	2636415806	Permanent Draft	Bacteria	Firmicutes	1	3.417034
ref2638108098	2636415811	Finished	Bacteria	Firmicutes	11	3.368778
ref2638116531	2636415813	Permanent Draft	Bacteria	Proteobacteria	7	5.037933
ref2638137075	2636415817	Permanent Draft	Bacteria	Firmicutes	1	1.813617
ref2638138153	2636415818	Finished	Bacteria	Proteobacteria	1	1.118422
ref2638147673	2636415821	Finished	Bacteria	Proteobacteria	7	6.000511
ref2638177362	2636415827	Permanent Draft	Bacteria	Firmicutes	12	4.332205
ref2638186927	2636415829	Permanent Draft	Bacteria	Actinobacteria	1	3.215823
ref2638194367	2636415831	Permanent Draft	Bacteria	Proteobacteria	1	3.660031
ref2638200010	2636415832	Permanent Draft	Bacteria	Firmicutes	3	4.866035
ref2638206747	2636415833	Permanent Draft	Bacteria	Proteobacteria	3	4.773786
ref2638208779	2636415834	Permanent Draft	Bacteria	Cyanobacteria	4	2.339812
ref2638220415	2636415838	Permanent Draft	Bacteria	Actinobacteria	1	10.053065
ref2638232843	2636415840	Finished	Bacteria	Proteobacteria	3	1.899252
ref2638238527	2636415843	Permanent Draft	Bacteria	Actinobacteria	1	5.710643
ref2638243466	2636415844	Finished	Bacteria	Firmicutes	10	3.694837
ref2638256840	2636415846	Permanent Draft	Bacteria	Planctomycetes	1	7.4332
ref2638270826	2636415850	Permanent Draft	Bacteria	Firmicutes	1	1.332231
ref2638276290	2636415851	Finished	Bacteria	Proteobacteria	3	4.577425
ref2638281419	2636415853	Finished	Bacteria	Actinobacteria	4	2.434569
ref2638285799	2636415854	Permanent Draft	Bacteria	Proteobacteria	1	5.069741
ref2638298808	2636415857	Permanent Draft	Bacteria	Firmicutes	2	2.864217
ref2638300580	2636415858	Finished	Bacteria	Proteobacteria	7	4.574246
ref2638317636	2636415861	Permanent Draft	Bacteria	Firmicutes	11	4.154233
ref2638328145	2636415863	Permanent Draft	Bacteria	Actinobacteria	2	8.65173
ref2638344047	2636415867	Permanent Draft	Bacteria	Firmicutes	5	4.00381
ref2638355302	2636415870	Finished	Bacteria	Firmicutes	9	3.981674
ref2638371546	2636415873	Draft	Bacteria	Proteobacteria	2	8.78712
ref2638378143	2636415874	Permanent Draft	Bacteria	Thermotogae	2	2.359755
ref2638387161	2636415877	Finished	Bacteria	Proteobacteria	4	5.574863
ref2638400214	2636415880	Permanent Draft	Bacteria	Proteobacteria	1	3.217375
ref2638404362	2636415881	Permanent Draft	Bacteria	Proteobacteria	2	4.733425
ref2638413644	2636415883	Permanent Draft	Bacteria	Proteobacteria	1	4.461984
ref2638428328	2636415887	Permanent Draft	Bacteria	Proteobacteria	2	5.516495
ref2638436995	2636415890	Finished	Bacteria	Fusobacteria	4	2.310804
ref2638454376	2636415895	Finished	Bacteria	Firmicutes	9	3.516439
ref2638485859	2636415901	Permanent Draft	Bacteria	Proteobacteria	1	3.944577
ref2638542150	2636415915	Permanent Draft	Bacteria	Actinobacteria	1	3.406371
ref2638549540	2636415918	Permanent Draft	Bacteria	Proteobacteria	1	3.670157
ref2638553176	2636415919	Permanent Draft	Bacteria	Bacteroidetes	4	2.333447
